sample_id,timeseries_path,json_path,image_path,label_id,label_name,n_rows,n_cols,num_nan,num_inf,min,max,mean,std,rms,is_constant,is_valid_shape,error_message,is_valid,problems
노이즈_고체_ACSR-OC_230910_195353_HFCT_500,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195353_HFCT_500.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195353_HFCT_500.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195353_HFCT_500.png,1,노이즈,20,7680,0,0,5.0,75.0,25.924602508544922,4.464897632598877,26.3062801361084,False,True,,True,
노이즈_고체_ACSR-OC_230910_195407_HFCT_1000,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195407_HFCT_1000.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195407_HFCT_1000.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195407_HFCT_1000.png,1,노이즈,20,7680,0,0,5.0,82.0,29.901418685913086,4.982211112976074,30.313648223876953,False,True,,True,
노이즈_고체_ACSR-OC_230910_195412_HFCT_1500,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195412_HFCT_1500.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195412_HFCT_1500.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195412_HFCT_1500.png,1,노이즈,20,7680,0,0,5.0,78.0,29.704206466674805,4.501189231872559,30.043312072753906,False,True,,True,
노이즈_고체_ACSR-OC_230910_195414_HFCT_500,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195414_HFCT_500.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195414_HFCT_500.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195414_HFCT_500.png,1,노이즈,20,7680,0,0,5.0,74.0,25.942420959472656,4.473344802856445,26.325275421142578,False,True,,True,
노이즈_고체_ACSR-OC_230910_195428_HFCT_1000,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195428_HFCT_1000.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195428_HFCT_1000.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195428_HFCT_1000.png,1,노이즈,20,7680,0,0,5.0,81.0,29.883821487426758,4.95055627822876,30.291101455688477,False,True,,True,
노이즈_고체_ACSR-OC_230910_195435_HFCT_500,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195435_HFCT_500.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195435_HFCT_500.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195435_HFCT_500.png,1,노이즈,20,7680,0,0,5.0,74.0,25.947877883911133,4.463185787200928,26.328927993774414,False,True,,True,
노이즈_고체_ACSR-OC_230910_195449_HFCT_1000,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195449_HFCT_1000.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195449_HFCT_1000.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195449_HFCT_1000.png,1,노이즈,20,7680,0,0,5.0,81.0,29.967147827148438,4.946854591369629,30.37270736694336,False,True,,True,
노이즈_고체_ACSR-OC_230910_195454_HFCT_1500,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195454_HFCT_1500.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195454_HFCT_1500.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195454_HFCT_1500.png,1,노이즈,20,7680,0,0,5.0,79.0,29.759355545043945,4.483083248138428,30.095136642456055,False,True,,True,
노이즈_고체_ACSR-OC_230910_195457_HFCT_500,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195457_HFCT_500.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195457_HFCT_500.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195457_HFCT_500.png,1,노이즈,20,7680,0,0,5.0,74.0,25.931888580322266,4.466310024261475,26.313697814941406,False,True,,True,
노이즈_고체_ACSR-OC_230910_195510_HFCT_1000,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195510_HFCT_1000.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195510_HFCT_1000.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195510_HFCT_1000.png,1,노이즈,20,7680,0,0,5.0,82.0,29.908235549926758,4.964557647705078,30.317476272583008,False,True,,True,
노이즈_고체_ACSR-OC_230910_195515_HFCT_1500,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195515_HFCT_1500.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195515_HFCT_1500.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195515_HFCT_1500.png,1,노이즈,20,7680,0,0,5.0,79.0,29.73504638671875,4.507674217224121,30.07477378845215,False,True,,True,
노이즈_고체_ACSR-OC_230910_195536_HFCT_1500,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195536_HFCT_1500.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195536_HFCT_1500.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195536_HFCT_1500.png,1,노이즈,20,7680,0,0,5.0,78.0,29.742570877075195,4.500422477722168,30.081130981445312,False,True,,True,
노이즈_고체_ACSR-OC_230910_195539_HFCT_500,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195539_HFCT_500.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195539_HFCT_500.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195539_HFCT_500.png,1,노이즈,20,7680,0,0,5.0,77.0,26.016647338867188,4.488000869750977,26.400911331176758,False,True,,True,
노이즈_고체_ACSR-OC_230910_195557_HFCT_1500,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195557_HFCT_1500.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195557_HFCT_1500.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195557_HFCT_1500.png,1,노이즈,20,7680,0,0,5.0,82.0,29.721717834472656,4.492352485656738,30.059307098388672,False,True,,True,
노이즈_고체_ACSR-OC_230910_195600_HFCT_500,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195600_HFCT_500.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195600_HFCT_500.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195600_HFCT_500.png,1,노이즈,20,7680,0,0,5.0,74.0,25.98600196838379,4.4758992195129395,26.368656158447266,False,True,,True,
노이즈_고체_ACSR-OC_230910_195613_HFCT_1000,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195613_HFCT_1000.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195613_HFCT_1000.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195613_HFCT_1000.png,1,노이즈,20,7680,0,0,5.0,81.0,29.921138763427734,4.966823101043701,30.330575942993164,False,True,,True,
노이즈_고체_ACSR-OC_230910_195621_HFCT_500,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195621_HFCT_500.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195621_HFCT_500.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195621_HFCT_500.png,1,노이즈,20,7680,0,0,5.0,76.0,25.913347244262695,4.474420070648193,26.296804428100586,False,True,,True,
노이즈_고체_ACSR-OC_230910_195634_HFCT_1000,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195634_HFCT_1000.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195634_HFCT_1000.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195634_HFCT_1000.png,1,노이즈,20,7680,0,0,5.0,82.0,29.923755645751953,4.954740524291992,30.3311824798584,False,True,,True,
노이즈_고체_ACSR-OC_230910_195640_HFCT_1500,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195640_HFCT_1500.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195640_HFCT_1500.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195640_HFCT_1500.png,1,노이즈,20,7680,0,0,5.0,79.0,29.739063262939453,4.489655017852783,30.076051712036133,False,True,,True,
노이즈_고체_ACSR-OC_230910_195656_HFCT_1000,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195656_HFCT_1000.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195656_HFCT_1000.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195656_HFCT_1000.png,1,노이즈,20,7680,0,0,5.0,81.0,29.938581466674805,4.958166599273682,30.34636878967285,False,True,,True,
노이즈_고체_ACSR-OC_230910_195701_HFCT_1500,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195701_HFCT_1500.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195701_HFCT_1500.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195701_HFCT_1500.png,1,노이즈,20,7680,0,0,5.0,79.0,29.735774993896484,4.484248638153076,30.071992874145508,False,True,,True,
노이즈_고체_ACSR-OC_230910_195703_HFCT_500,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195703_HFCT_500.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195703_HFCT_500.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195703_HFCT_500.png,1,노이즈,20,7680,0,0,5.0,74.0,25.936386108398438,4.459360122680664,26.316953659057617,False,True,,True,
노이즈_고체_ACSR-OC_230910_195717_HFCT_1000,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195717_HFCT_1000.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195717_HFCT_1000.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195717_HFCT_1000.png,1,노이즈,20,7680,0,0,5.0,86.0,29.947044372558594,4.9628682136535645,30.355484008789062,False,True,,True,
노이즈_고체_ACSR-OC_230910_195722_HFCT_1500,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195722_HFCT_1500.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195722_HFCT_1500.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195722_HFCT_1500.png,1,노이즈,20,7680,0,0,5.0,79.0,29.7436466217041,4.47876501083374,30.07895851135254,False,True,,True,
노이즈_고체_ACSR-OC_230910_195724_HFCT_500,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195724_HFCT_500.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195724_HFCT_500.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195724_HFCT_500.png,1,노이즈,20,7680,0,0,5.0,74.0,25.951263427734375,4.475515842437744,26.3343563079834,False,True,,True,
노이즈_고체_ACSR-OC_230910_195743_HFCT_1500,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195743_HFCT_1500.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195743_HFCT_1500.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195743_HFCT_1500.png,1,노이즈,20,7680,0,0,5.0,79.0,29.7196102142334,4.479170799255371,30.05525016784668,False,True,,True,
노이즈_고체_ACSR-OC_230910_195745_HFCT_500,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195745_HFCT_500.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195745_HFCT_500.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195745_HFCT_500.png,1,노이즈,20,7680,0,0,5.0,74.0,26.01822280883789,4.476320743560791,26.400480270385742,False,True,,True,
노이즈_고체_ACSR-OC_230910_195804_HFCT_1500,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195804_HFCT_1500.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195804_HFCT_1500.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195804_HFCT_1500.png,1,노이즈,20,7680,0,0,5.0,80.0,29.709192276000977,4.482534408569336,30.045452117919922,False,True,,True,
노이즈_고체_ACSR-OC_230910_195806_HFCT_500,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195806_HFCT_500.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195806_HFCT_500.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195806_HFCT_500.png,1,노이즈,20,7680,0,0,5.0,74.0,25.970449447631836,4.479991912841797,26.35402488708496,False,True,,True,
노이즈_고체_ACSR-OC_230910_195820_HFCT_1000,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195820_HFCT_1000.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195820_HFCT_1000.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195820_HFCT_1000.png,1,노이즈,20,7680,0,0,5.0,83.0,29.97639274597168,4.981544494628906,30.387496948242188,False,True,,True,
노이즈_고체_ACSR-OC_230910_195825_HFCT_1500,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195825_HFCT_1500.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195825_HFCT_1500.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195825_HFCT_1500.png,1,노이즈,20,7680,0,0,5.0,80.0,29.742578506469727,4.4988017082214355,30.080894470214844,False,True,,True,
노이즈_고체_ACSR-OC_230910_195841_HFCT_1000,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195841_HFCT_1000.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195841_HFCT_1000.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195841_HFCT_1000.png,1,노이즈,20,7680,0,0,5.0,81.0,29.96500015258789,4.955765247344971,30.372039794921875,False,True,,True,
노이즈_고체_ACSR-OC_230910_195846_HFCT_1500,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195846_HFCT_1500.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195846_HFCT_1500.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195846_HFCT_1500.png,1,노이즈,20,7680,0,0,5.0,79.0,29.742767333984375,4.483556270599365,30.07880210876465,False,True,,True,
노이즈_고체_ACSR-OC_230910_195851_HFCT_500,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195851_HFCT_500.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195851_HFCT_500.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195851_HFCT_500.png,1,노이즈,20,7680,0,0,5.0,74.0,25.961498260498047,4.478373050689697,26.344928741455078,False,True,,True,
노이즈_고체_ACSR-OC_230910_195902_HFCT_1000,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195902_HFCT_1000.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195902_HFCT_1000.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195902_HFCT_1000.png,1,노이즈,20,7680,0,0,5.0,81.0,29.898515701293945,4.943918704986572,30.304513931274414,False,True,,True,
노이즈_고체_ACSR-OC_230910_195912_HFCT_500,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195912_HFCT_500.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195912_HFCT_500.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195912_HFCT_500.png,1,노이즈,20,7680,0,0,5.0,75.0,26.002857208251953,4.489132881164551,26.387516021728516,False,True,,True,
노이즈_고체_ACSR-OC_230910_195923_HFCT_1000,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195923_HFCT_1000.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195923_HFCT_1000.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195923_HFCT_1000.png,1,노이즈,20,7680,0,0,5.0,82.0,29.94089126586914,4.970170497894287,30.350610733032227,False,True,,True,
노이즈_고체_ACSR-OC_230910_195928_HFCT_1500,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195928_HFCT_1500.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195928_HFCT_1500.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195928_HFCT_1500.png,1,노이즈,20,7680,0,0,5.0,79.0,29.7296085357666,4.493170738220215,30.067230224609375,False,True,,True,
노이즈_고체_ACSR-OC_230910_195933_HFCT_500,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195933_HFCT_500.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195933_HFCT_500.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195933_HFCT_500.png,1,노이즈,20,7680,0,0,5.0,76.0,25.866796493530273,4.4771223068237305,26.25139617919922,False,True,,True,
노이즈_고체_ACSR-OC_230910_195944_HFCT_1000,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195944_HFCT_1000.csv,Train/02.라벨링데이터/VL_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195944_HFCT_1000.json,Train/01.원천데이터/VS_노이즈_고체_ACSR-OC/노이즈_고체_ACSR-OC_230910_195944_HFCT_1000.png,1,노이즈,20,7680,0,0,5.0,82.0,29.9555721282959,4.98176383972168,30.366992950439453,False,True,,True,
